Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2017,3,,95,20.0,Y,"$564,000",Joey Morgan (minors),C,,,,,,,,,,,,,4Yr,"University of Washington (Seattle, WA)",3
2015,3,,99,24.0,Y,"$575,800",Drew Smith (minors),RHP,1.8,53.0,1.0,0.0,0.0,0.0,172.0,11.0,12.0,3.53,1.25,3.0,4Yr,"Dallas Baptist University (Dallas, TX)",3
2014,3,,99,25.0,Y,"$529,400",Grayson Greiner (minors),C,-0.9,139.0,433.0,9.0,0.201,0.583,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",3
2013,3,,94,21.0,Y,"$549,400",Jeff Thompson (minors),RHP,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",3
2012,3,,121,26.0,Y,"$389,100",Austin Schotts (minors),CF,,,,,,,,,,,,,HS,"Centennial HS (Frisco, TX)",3
2011,3,,106,16.0,Y,"$310,000",Aaron Westlake (minors),1B,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",3
2010,3,,100,18.0,Y,"$330,300",Rob Brantly (minors),C,-1.5,134.0,414.0,7.0,0.225,0.613,1.0,0.0,0.0,9.0,1.0,0.0,4Yr,"University of California, Riverside (Riverside, CA)",3
2009,3,,89,9.0,Y,"$392,400",Wade Gaynor (minors),3B,,,,,,,,,,,,,4Yr,"Western Kentucky University (Bowling Green, KY)",3
2008,3,,99,22.0,Y,"$373,000",Scott Green (minors),RHP,,,,,,,,,,,,,4Yr,"University of Kentucky (Lexington, KY)",3
2007,3,,121,27.0,Y,"$236,000",Luke Putkonen (minors),RHP,0.5,5.0,0.0,0.0,,,44.0,1.0,5.0,4.66,1.53,1.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",3
2006,3,,82,6.0,Y,"$445,000",Brennan Boesch (minors),OF,0.7,481.0,1577.0,48.0,0.25,0.703,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)",3
2005,3,,90,10.0,Y,"$422,000",Chris Robinson (minors),C,0.0,8.0,12.0,1.0,0.167,0.583,,,,,,,4Yr,"University of Illinois at Urbana-Champaign (Champaign, IL)",3
2004,3,,73,2.0,Y,"$500,000",Jeff Frazier (minors),OF,-0.1,9.0,23.0,0.0,0.217,0.511,,,,,,,4Yr,"Rutgers, the State University of New Jersey (New Brunswick, NJ)",3
2003,3,,70,3.0,Y,"$500,000",Tony Giarratano (minors),SS,-0.3,15.0,42.0,1.0,0.143,0.448,,,,,,,4Yr,"Tulane University (New Orleans, LA)",3
2002,3,,80,8.0,Y,"$469,000",Curtis Granderson (minors),OF,47.2,2057.0,7236.0,344.0,0.249,0.803,,,,,,,4Yr,"University of Illinois at Chicago (Chicago, IL)",3
2002,3,,87,15.0,Y,"$450,000",*Matt Pender (minors),RHP,,,,,,,,,,,,,4Yr,"Kennesaw State University (Kennesaw, GA)",3
2001,3,,87,11.0,Y,"$435,000",Jack Hannahan (minors),3B,6.3,614.0,1650.0,29.0,0.231,0.66,,,,,,,4Yr,"University of Minnesota (Minneapolis, MN)",3
2000,3,,78,8.0,Y,"$450,000",Nook Logan (minors),SS,3.0,321.0,870.0,2.0,0.268,0.66,,,,,,,JC,"Copiah-Lincoln Community College (Wesson, MS)",3
1999,3,,87,3.0,Y,"$900,000",Neil Jenkins (minors),3B,,,,,,,,,,,,,HS,"William T. Dwyer HS (Palm Beach Gardens, FL)",3
1998,3,,87,14.0,Y,"$400,000",Tommy Marx (minors),LHP,,,,,,,,,,,,,HS,"Brother Rice HS (Bloomfield Hills, MI)",3
1997,3,,85,1.0,Y,,Matt Boone (minors),3B,,,,,,,,,,,,,HS,"Villa Park HS (Villa Park, CA)",3
1996,3,,71,6.0,Y,,Antonio McKinney (minors),OF,,,,,,,,,,,,,HS,"Jefferson HS (Portland, OR)",3
1995,3,,70,11.0,N,,Chuck Crowder (minors),LHP,,,,,,,,,,,,,HS,"Crestwood HS (Mantua, OH)",3
1994,3,,81,18.0,Y,,Greg Whiteman (minors),LHP,,,,,,,,,,,,,4Yr,"James Madison University (Harrisonburg, VA)",3
1993,3,,81,9.0,Y,,Cam Smith (minors),RHP,,,,,,,,,,,,,,,3
