Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2011,3,,104,14.0,Y,"$309,600",Nick Maronde (minors),LHP,-0.7,0.0,0.0,0.0,,,33.0,0.0,0.0,7.13,2.26,0.0,4Yr,"University of Florida (Gainesville, FL)",3
2010,3,,111,29.0,Y,"$274,500",Wendell Soto (minors),SS,,,,,,,,,,,,,HS,"Riverview HS (Sarasota, FL)",3
2010,3s,,115,33.0,Y,"$261,000",*Donn Roach (minors),RHP,-0.5,17.0,5.0,0.0,0.4,1.0,21.0,3.0,1.0,5.77,1.77,0.0,JC,"College of Southern Nevada (Henderson, NV)",3
2009,3,,110,30.0,N,,Josh Spence (minors),LHP,0.5,50.0,0.0,0.0,,,51.0,0.0,3.0,3.15,1.28,0.0,4Yr,"Arizona State University (Tempe, AZ)",3
2008,3,,105,28.0,Y,"$338,000",Ryan Chaffee (minors),RHP,,,,,,,,,,,,,JC,"Chipola College (Marianna, FL)",3
2008,3s,,112,35.0,N,,*Zach Cone (minors),OF,,,,,,,,,,,,,HS,"Parkview HS (Lilburn, GA)",3
2007,3,,118,24.0,N,,Matt Harvey (minors),RHP,9.3,132.0,255.0,1.0,0.106,0.265,180.0,50.0,66.0,4.42,1.29,0.0,HS,"Robert E. Fitch HS (Groton, CT)",3
2006,3,,102,26.0,N,,Russell Moldenhauer (minors),OF,,,,,,,,,,,,,HS,"Boerne HS (Boerne, TX)",3
2005,3,,103,23.0,Y,"$500,000",Sean O'Sullivan (minors),RHP,-2.5,24.0,33.0,0.0,0.121,0.329,71.0,13.0,23.0,6.01,1.58,0.0,HS,"Valhalla HS (El Cajon, CA)",3
2003,3,,90,23.0,Y,"$400,000",Sean Rodr�guez (minors),SS,9.0,1103.0,2572.0,81.0,0.226,0.681,2.0,0.0,0.0,0.0,0.0,0.0,HS,"G. Holmes Braddock HS (Miami, FL)",3
2002,3,,84,12.0,Y,"$465,000",Kyle Pawelczyk (minors),LHP,,,,,,,,,,,,,JC,"Chipola College (Marianna, FL)",3
2001,3,,81,5.0,Y,"$460,000",*Steven Shell (minors),RHP,1.4,43.0,4.0,0.0,0.0,0.0,43.0,2.0,2.0,2.45,1.11,2.0,HS,"El Reno HS (El Reno, OK)",3
2001,3,,89,13.0,Y,"$442,500",Jake Woods (minors),LHP,0.6,6.0,0.0,0.0,,,84.0,8.0,5.0,4.6,1.57,1.0,JC,"Bakersfield College (Bakersfield, CA)",3
2000,3,,80,10.0,Y,"$440,000",Tommy Murphy (minors),SS,0.4,68.0,108.0,1.0,0.213,0.558,,,,,,,4Yr,"Florida Atlantic University (Boca Raton, FL)",3
1999,3,,101,17.0,Y,,Phil Wilson (minors),RHP,,,,,,,,,,,,,HS,"Poway HS (Poway, CA)",3
1998,3,,91,18.0,N,,Paul French (minors),RHP,,,,,,,,,,,,,HS,"Northgate HS (Walnut Creek, CA)",3
1997,3,,87,3.0,Y,,Heath Timmerman (minors),RHP,,,,,,,,,,,,,JC,"Northeastern Oklahoma A&M College (Miami, OK)",3
1996,3,,85,20.0,Y,,Scott Schoeneweis (minors),LHP,2.9,215.0,8.0,0.0,0.25,0.775,577.0,47.0,57.0,5.01,1.47,9.0,4Yr,"Duke University (Durham, NC)",3
1995,3,,60,1.0,Y,,Jeremy Blevins (minors),RHP,,,,,,,,,,,,,HS,"Sullivan East HS (Bluff City, TN)",3
1994,3,,69,6.0,Y,,Paul Failla (minors),SS,,,,,,,,,,,,,4Yr,"University of Notre Dame (South Bend, IN)",3
1993,3,,75,3.0,Y,,Matt Perisho (minors),LHP,-2.0,91.0,5.0,0.0,0.0,0.0,177.0,11.0,17.0,6.39,1.84,0.0,HS,"McClintock HS (Tempe, AZ)",3
1992,3,,74,6.0,N,,Brian Powell (minors),RHP,-1.1,28.0,21.0,0.0,0.143,0.372,59.0,7.0,18.0,5.94,1.55,0.0,HS,"Bainbridge HS (Bainbridge, GA)",3
