Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2020,3,,74,2.0,Y,"$950,000",Anthony Servideo (minors),SS,,,,,,,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",3
2019,3,,79,1.0,Y,"$780,400",Zach Watson (minors),CF,,,,,,,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",3
2018,3,,87,9.0,Y,"$1,100,000",Blaine Knight (minors),RHP,,,,,,,,,,,,,4Yr,"University of Arkansas (Fayetteville, AR)",3
2017,3,,98,23.0,Y,"$500,000",Mike Baumann (minors),RHP,0.3,1.0,0.0,0.0,,,77.0,12.0,5.0,4.62,1.43,0.0,4Yr,"Jacksonville University (Jacksonville, FL)",3
2016,3,,91,14.0,Y,"$665,800",Austin Hays (minors),RF,9.0,494.0,1793.0,63.0,0.262,0.751,,,,,,,4Yr,"Jacksonville University (Jacksonville, FL)",3
2015,3,,102,27.0,Y,"$500,000",Garrett Cleavinger (minors),LHP,0.5,21.0,2.0,0.0,0.5,1.5,55.0,4.0,5.0,3.52,1.25,0.0,4Yr,"University of Oregon (Eugene, OR)",3
2014,3,,90,16.0,Y,"$700,000",Brian Gonzalez (minors),LHP,,,,,,,,,,,,,HS,"Archbishop McCarthy HS (Southwest Ranches, FL)",3
2013,3,,98,25.0,Y,"$525,500",Stephen Tarpley (minors),LHP,-0.8,1.0,0.0,0.0,,,44.0,3.0,2.0,7.05,1.86,3.0,JC,"Scottsdale Community College (Scottsdale, AZ)",3
2012,3,,99,4.0,Y,"$481,100",Adrian Marin (minors),SS,,,,,,,,,,,,,HS,"Gulliver Preparatory School (Pinecrest, FL)",3
2011,3,,94,4.0,Y,"$363,300",Mike Wright Jr. (minors),RHP,-1.7,8.0,3.0,0.0,0.333,0.667,123.0,10.0,13.0,5.97,1.56,1.0,4Yr,"East Carolina University (Greenville, NC)",3
