Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1969,2,,28,4.0,Y,,Joe Nolan (minors),C,1.5,621.0,1454.0,27.0,0.263,0.714,,,,,,,HS,"Southwest HS (St. Louis, MO)",2
1968,2,,21,1.0,Y,,Donald Dickerson (minors),1B,,,,,,,,,,,,,HS,"Ensley HS (Birmingham, AL)",2
1967,2,,24,4.0,Y,,Dan Carey (minors),LHP,,,,,,,,,,,,,HS,"Hastings HS (Hastings, MN)",2
1966,2,,21,1.0,Y,,Byron Von Hoff (minors),RHP,,,,,,,,,,,,,HS,"Batavia HS (Batavia, IL)",2
1965,2,,22,2.0,N,,Randolph Kohn (minors),C,,,,,,,,,,,,,HS,"Greenville HS (Greenville, SC)",2
2023,3,,91,21.0,Y,"$747,600",Nolan McLean (minors),TWP,,,,,,,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)",3
2023,3,,101,31.0,Y,"$666,500",Kade Morris (minors),P,,,,,,,,,,,,,4Yr,"University of Nevada, Reno (Reno, NV)",3
2022,3,,90,10.0,Unk,,Brandon Sproat (minors),P,,,,,,,,,,,,,4Yr,"University of Florida (Gainesville, FL)",3
2021,3,,81,10.0,Y,"$755,300",Dominic Hamel (minors),P,,,,,,,,,,,,,4Yr,"Dallas Baptist University (Dallas, TX)",3
2020,3,,91,19.0,Y,"$20,000",Anthony Walters (minors),SS,,,,,,,,,,,,,4Yr,"San Diego State University (San Diego, CA)",3
2019,3,,89,11.0,Y,"$2,500,000",Matt Allan (minors),P,,,,,,,,,,,,,HS,"Seminole HS (Sanford, FL)",3
2018,3,,83,5.0,Y,"$1,000,038",Carlos Cortes (minors),2B,,,,,,,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",3
2017,3,,97,22.0,Y,"$500,000",Quinn Brodey (minors),RF,,,,,,,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",3
2016,3,,100,23.0,Y,"$500,000",Blake Tiberi (minors),3B,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",3
2015,3,,88,13.0,Y,"$775,000",Max Wotell (minors),LHP,,,,,,,,,,,,,HS,"Marvin Ridge HS (Waxhaw, NC)",3
2014,3,,84,10.0,Y,"$750,000",Milton Ramos (minors),SS,,,,,,,,,,,,,HS,"American Heritage HS (Plantation, FL)",3
2013,3,,76,3.0,Y,"$624,900",*Ivan Wilson (minors),CF,,,,,,,,,,,,,HS,"Ruston HS (Ruston, LA)",3
2013,3,,84,11.0,Y,"$500,000",Casey Meisner (minors),RHP,,,,,,,,,,,,,HS,"Cypress Woods HS (Cypress, TX)",3
2012,3,,107,12.0,Y,"$425,000",Matt Koch (minors),RHP,1.3,33.0,26.0,0.0,0.039,0.205,79.0,9.0,8.0,5.03,1.28,1.0,4Yr,"University of Louisville (Louisville, KY)",3
2011,3,,101,11.0,Y,"$425,000",Logan Verrett (minors),RHP,0.3,47.0,26.0,0.0,0.039,0.115,57.0,6.0,10.0,4.62,1.37,1.0,4Yr,"Baylor University (Waco, TX)",3
2010,3,,89,7.0,Y,"$392,400",Blake Forsythe (minors),C,,,,,,,,,,,,,4Yr,"University of Tennessee (Knoxville, TN)",3
2008,3,,100,23.0,Y,"$360,000",Kirk Nieuwenhuis (minors),OF,2.9,414.0,978.0,31.0,0.221,0.695,,,,,,,4Yr,"Azusa Pacific University (Azusa, CA)",3
2007,3,,99,5.0,Y,"$351,000",*Eric Niesen (minors),LHP,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",3
2007,3,,123,29.0,Y,"$100,000",Stephen Clyne (minors),RHP,,,,,,,,,,,,,4Yr,"Clemson University (Clemson, SC)",3
2006,3,,94,18.0,Y,"$410,000",Joe Smith (minors),RHP,12.8,191.0,2.0,0.0,0.0,0.0,866.0,55.0,34.0,3.14,1.19,30.0,4Yr,"Wright State University (Dayton, OH)",3
