Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2006,8,,227,1,Y,"$75,000",Josh Cribb (minors),RHP,,,,,,,,,,,,,4Yr,"Clemson University (Clemson, SC)",8
2005,8,,232,2,Y,"$100,000",Nicholas Doscher (minors),C,,,,,,,,,,,,,HS,"Moore Catholic HS (Staten Island, NY)",8
2004,8,,235,14,Y,"$1,000",Ed Lucas (minors),SS,0.7,163.0,530.0,5.0,0.255,0.624,,,,,,,4Yr,"Dartmouth College (Hanover, NH)",8
2003,8,,222,5,Y,"$1,000",Brandon Powell (minors),2B,,,,,,,,,,,,,4Yr,"Coastal Carolina University (Conway, SC)",8
2002,8,,228,6,Y,,Kenard Springer (minors),3B,,,,,,,,,,,,,HS,"Nettleton HS (Nettleton, MS)",8
2001,8,,235,9,Y,,Ira Brown (minors),RHP,,,,,,,,,,,,,HS,"Willis HS (Willis, TX)",8
2000,8,,224,4,Y,,Luis Cotto (minors),SS,,,,,,,,,,,,,HS,"Instituto Cumbre (Trujillo Alto, Puerto Rico)",8
1999,8,,241,7,Y,,Eric Nelson (minors),2B,,,,,,,,,,,,,4Yr,"Baylor University (Waco, TX)",8
1998,8,,227,4,Y,,Norris Hopper (minors),SS,1.7,168.0,396.0,1.0,0.316,0.738,,,,,,,HS,"Shelby HS (Shelby, NC)",8
1997,8,,241,7,Y,,Eric Yanz (minors),RHP,,,,,,,,,,,,,4Yr,"Kansas State University (Manhattan, KS)",8
1996,8,,229,14,N,,Javier Flores (minors),C,,,,,,,,,,,,,4Yr,"University of Oklahoma (Norman, OK)",8
1995,8,,218,19,Y,,Jeff Martin (minors),RHP,,,,,,,,,,,,,HS,"Bishop Gorman HS (Las Vegas, NV)",8
1994,8,,219,16,N,,Todd Belitz (minors),1B,-0.1,8.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,6.39,1.58,0.0,HS,"Edison HS (Huntington Beach, CA)",8
1993,8,,217,5,Y,,O.J. Rhone (minors),OF,,,,,,,,,,,,,4Yr,"University of Central Missouri (Warrensburg, MO)",8
1992,8,,218,10,Y,,Mike Kern (minors),OF,,,,,,,,,,,,,HS,"Culver City HS (Culver City, CA)",8
