Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1986,2,,42,14.0,Y,,Paul Williams (minors),C,,,,,,,,,,,,,HS,"M. B. Smiley HS (Houston, TX)",2
1985,2,,49,21.0,N,,Lance Blankenship (minors),3B,6.7,461.0,1050.0,9.0,0.222,0.649,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)",2
1984,2,,42,14.0,Y,,Scott Wade (minors),OF,,,,,,,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)",2
1983,2,,33,5.0,Y,,*Mike Brumley (minors),SS,-2.3,295.0,635.0,3.0,0.206,0.534,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",2
1983,2,,47,19.0,Y,,John Toale (minors),3B,,,,,,,,,,,,,HS,"Taravella HS (Coral Springs, FL)",2
1982,2s,,29,1.0,Y,,*Kevin Romine (minors),OF,-1.4,331.0,630.0,5.0,0.251,0.631,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",2
1982,2,,46,18.0,Y,,Steve Jongewaard (minors),SS,,,,,,,,,,,,,HS,"Fountain Valley HS (Fountain Valley, CA)",2
1981,2,,45,19.0,Y,,Chris Howard (minors),2B,,,,,,,,,,,,,HS,"William R. Boone HS (Orlando, FL)",2
1980,2,,48,22.0,Y,,*Mike Brown (minors),RHP,-1.7,0.0,0.0,0.0,,,61.0,12.0,20.0,5.75,1.68,0.0,4Yr,"Clemson University (Clemson, SC)",2
1979,2,,52,26.0,Y,,Marc Sullivan (minors),C,-1.5,137.0,360.0,5.0,0.186,0.494,,,,,,,4Yr,"University of Florida (Gainesville, FL)",2
1977,2,,39,13.0,Y,,Bobby Sprowl (minors),LHP,-1.0,19.0,6.0,0.0,0.167,0.333,22.0,0.0,3.0,5.44,1.75,0.0,4Yr,"University of Alabama (Tuscaloosa, AL)",2
1976,2,,46,22.0,Y,,Glenn Hoffman (minors),SS,0.3,766.0,2163.0,23.0,0.242,0.623,,,,,,,HS,"Savanna HS (Anaheim, CA)",2
1975,2,,39,15.0,Y,,Dave Schmidt (minors),C,0.3,15.0,42.0,2.0,0.238,0.752,,,,,,,HS,"Mission Viejo HS (Mission Viejo, CA)",2
1974,2,,44,20.0,Y,,Jimmy Schankle (minors),C,,,,,,,,,,,,,HS,"Lubbock HS (Lubbock, TX)",2
1973,2,,41,17.0,Y,,Fred Lynn (minors),OF,50.2,1969.0,6925.0,306.0,0.283,0.845,,,,,,,4Yr,"University of Southern California (Los Angeles, CA)",2
1972,2,,40,16.0,Y,,Steve Dillard (minors),SS,-1.4,438.0,1013.0,13.0,0.243,0.637,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",2
1971,2,,39,15.0,Y,,Milt Jefferson (minors),3B,,,,,,,,,,,,,HS,"Manual Arts HS (Los Angeles, CA)",2
1970,2,,40,16.0,Y,,Fred Wegner (minors),OF,,,,,,,,,,,,,HS,"Fresno HS (Fresno, CA)",2
1969,2,,37,13.0,Y,,Rick Miller (minors),OF,15.5,1482.0,3887.0,28.0,0.269,0.696,,,,,,,4Yr,"Michigan State University (East Lansing, MI)",2
1968,2,,40,20.0,Y,,Curtis Suchan (minors),INF,,,,,,,,,,,,,HS,"Jesuit HS (Tampa, FL)",2
1967,2,,23,3.0,N,,Danny Graham (minors),SS,,,,,,,,,,,,,HS,"Bishop Montgomery HS (Torrance, CA)",2
1966,2,,24,4.0,Y,,Joseph McCullough (minors),INF,,,,,,,,,,,,,HS,"William L. Dickinson HS (Jersey City, NJ)",2
1965,2,,25,5.0,N,,John Hetrick (minors),OF,,,,,,,,,,,,,HS,"Hershey HS (Hershey, PA)",2
2023,3,,83,13.0,Y,"$1,500,000",Antonio Anderson (minors),SS,,,,,,,,,,,,,HS,"North Atlanta HS (Atlanta, GA)",3
2022,3,,99,19.0,Y,"$447,500",Dalton Rogers (minors),P,,,,,,,,,,,,,4Yr,"University of Southern Mississippi (Hattiesburg, MS)",3
2021,3,,75,4.0,Y,"$828,600",Tyler McDonough (minors),2B,,,,,,,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",3
2020,3,,89,17.0,Y,"$1,750,000",Blaze Jordan (minors),3B,,,,,,,,,,,,,HS,"DeSoto Central HS (Southaven, MS)",3
2019,3,,107,29.0,Y,"$500,000",Ryan Zeferjahn (minors),P,,,,,,,,,,,,,4Yr,"University of Kansas (Lawrence, KS)",3
2018,3,,100,22.0,Y,"$559,600",Durbin Feltman (minors),RHP,,,,,,,,,,,,,4Yr,"Texas Christian University (Fort Worth, TX)",3
2017,3,,101,26.0,Y,"$475,000",Brett Netzer (minors),2B,,,,,,,,,,,,,4Yr,"University of North Carolina at Charlotte (Charlotte, NC)",3
2016,3,,88,11.0,Y,"$700,000",Shaun Anderson (minors),RHP,-1.1,29.0,25.0,0.0,0.08,0.235,63.0,3.0,5.0,5.84,1.64,2.0,4Yr,"University of Florida (Gainesville, FL)",3
2015,3,,81,6.0,Y,"$742,400",Austin Rei (minors),C,,,,,,,,,,,,,4Yr,"University of Washington (Seattle, WA)",3
2014,3,,103,29.0,Y,"$450,000",Jake Cosart (minors),RHP,,,,,,,,,,,,,JC,"Seminole State College of Florida (Sanford, FL)",3
2013,3,,81,8.0,Y,"$875,000",Jon Denney (minors),C,,,,,,,,,,,,,HS,"Yukon HS (Yukon, OK)",3
