Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1966,1,,19,19.0,Y,"$50,000",Larry Hutton (minors),RHP,,,,,,,,,,,,,HS,"Greenfield HS (Greenfield, IN)",1
1965,1,,8,8.0,Y,"$40,000",John Wyatt (minors),SS,,,,,,,,,,,,,HS,"Bakersfield HS (Bakersfield, CA)",1
2023,2,,60,21.0,Y,"$1,334,400",Jake Gelof (minors),3B,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",2
2022,2,,40,1.0,Y,"$1,956,890",Dalton Rushing (minors),C,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",2
2020,2,,60,23.0,Y,"$712,500",Landon Knack (minors),P,,,,,,,,,,,,,4Yr,"East Tennessee State University (Johnson City, TN)",2
2020,2,,66,29.0,Y,"$1,196,500",Clayton Beeter (minors),P,,,,,,,,,,,,,4Yr,"Texas Tech University (Lubbock, TX)",2
2019,2,,78,37.0,Y,"$1,097,500",Jimmy Lewis (minors),P,,,,,,,,,,,,,HS,"Lake Travis HS (Austin, TX)",2
2018,2,,68,25.0,Y,"$1,229,500",Michael Grove (minors),RHP,-1.3,0.0,0.0,0.0,,,25.0,3.0,3.0,5.67,1.46,0.0,4Yr,"West Virginia University (Morgantown, WV)",2
2017,2,,62,26.0,Y,"$867,500",Morgan Cooper (minors),RHP,,,,,,,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",2
2016,2,,65,24.0,Y,"$588,300",Mitch White (minors),RHP,-1.2,20.0,15.0,0.0,0.0,0.063,58.0,3.0,11.0,4.96,1.39,0.0,4Yr,"Santa Clara University (Santa Clara, CA)",2
2015,2,,67,25.0,Y,"$997,500",Mitchell Hansen (minors),OF,,,,,,,,,,,,,HS,"Plano HS (Plano, TX)",2
2015,2,,74,32.0,Y,"$722,500",Josh Sborz (minors),RHP,-0.7,13.0,2.0,0.0,0.0,0.0,137.0,11.0,11.0,5.08,1.34,1.0,4Yr,"University of Virginia (Charlottesville, VA)",2
2014,2,,62,21.0,Y,"$914,600",Alex Verdugo (minors),OF,11.1,651.0,2327.0,57.0,0.281,0.765,,,,,,,HS,"Sahuaro HS (Tucson, AZ)",2
2013,2,,56,17.0,Y,"$986,500",Tom Windle (minors),LHP,,,,,,,,,,,,,4Yr,"University of Minnesota (Minneapolis, MN)",2
2012,2,,82,22.0,Y,"$610,800",Paco Rodr�guez (minors),LHP,2.1,118.0,1.0,0.0,0.0,0.0,124.0,4.0,5.0,2.53,1.0,2.0,4Yr,"University of Florida (Gainesville, FL)",2
2011,2,,73,13.0,Y,"$499,500",Alex Santana (minors),3B,,,,,,,,,,,,,HS,"Mariner HS (Cape Coral, FL)",2
2010,2,,78,28.0,Y,"$463,500",Ralston Cash (minors),RHP,,,,,,,,,,,,,HS,"Lakeview Academy (Cornelia, GA)",2
2009,2,,56,7.0,Y,"$643,500",*Blake Smith (minors),RF,0.0,1.0,0.0,0.0,,,5.0,0.0,0.0,6.23,1.62,0.0,4Yr,"University of California, Berkeley (Berkeley, CA)",2
2009,2,,65,16.0,Y,"$900,000",Garrett Gould (minors),RHP,,,,,,,,,,,,,HS,"Maize HS (Maize, KS)",2
2008,2,,61,15.0,Y,"$663,000",Josh Lindblom (minors),RHP,0.5,110.0,4.0,0.0,0.0,0.0,134.0,7.0,12.0,4.78,1.4,1.0,4Yr,"Purdue University (West Lafayette, IN)",2
2007,2,,86,22.0,Y,"$389,000",Mike Watt (minors),LHP,,,,,,,,,,,,,HS,"Capistrano Valley HS (Mission Viejo, CA)",2
2005,2,,51,3.0,Y,"$675,000",*Iv�n De Jes�s (minors),SS,-1.6,228.0,495.0,5.0,0.242,0.63,,,,,,,,,2
2005,2,,74,26.0,Y,"$480,000",Josh Wall (minors),RHP,-1.0,13.0,0.0,0.0,,,15.0,1.0,1.0,15.15,2.56,0.0,HS,"Central Private School (Baker, LA)",2
2004,2,,58,17.0,Y,"$600,000",Blake Johnson (minors),RHP,,,,,,,,,,,,,HS,"Parkview Baptist School (Baton Rouge, LA)",2
2003,2,,61,24.0,Y,"$1,100,000",Chuck Tiffany (minors),LHP,,,,,,,,,,,,,HS,"Charter Oak HS (Covina, CA)",2
2002,2,,51,10.0,Y,"$750,000",*Zach Hammes (minors),RHP,,,,,,,,,,,,,HS,"Iowa City HS (Iowa City, IA)",2
2002,2,,60,19.0,Y,"$685,000",Jonathan Broxton (minors),RHP,8.7,640.0,5.0,0.0,0.0,0.286,694.0,43.0,38.0,3.41,1.25,118.0,HS,"Burke County HS (Waynesboro, GA)",2
